19,analysis,associated,blood,cancer,care,cells,clinical,covid,data,disease,diseases,health,heart,patients,risk,study,therapy,treatment,use,titre,type_contenu,maladie
0.0,0.0,0.07527767633141128,0.0,0.9575021011328517,0.0,0.0,0.0,0.0,0.23011935856438975,0.0,0.0,0.07820853131826565,0.0,0.0,0.0,0.0,0.0,0.13583631405213784,0.0,"Cancer statistics, 2024.",prevention,cancer
0.0,0.35423864543457545,0.3341978516419147,0.0,0.0,0.0,0.8139045602243099,0.3168377264226572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pediatric mediastinal tumor unveiled as T-cell prolymphocytic leukemia: diagnostic pitfalls-a case report.,diagnosis,respiratory diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931613370998916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3634508590938203,0.0,0.0,0.0,Clinical Trial Readiness for the Dystroglycanopathies,treatment,eye diseases
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Handbook for cancer research in Africa,other,cancer
0.0,0.0,0.0,0.0,0.17308214593632193,0.0,0.0,0.15480793614582355,0.0,0.0,0.23260966372553757,0.5192464378089658,0.0,0.0,0.0,0.0,0.0,0.0,0.14732609382939887,0.775014823668239,Bioavailability of curcumin: problems and promises.,treatment,neurological diseases
0.0,0.2439363391896326,0.690407454510424,0.0,0.0,0.0,0.0,0.3272718946540676,0.0,0.0,0.1639162419739551,0.0,0.0,0.0,0.5363165650076321,0.11506790908507065,0.1702383627831114,0.0,0.0,0.0,Clinical characteristics and associated factors of celiac disease complicated by Helicobacter pylori-negative chronic gastritis: A retrospective study.,research,digestive diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Anti-inflammatory drugs slash Alzheimer risk.,treatment,alzheimer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIRAL DISEASES SURVEILLANCE = SURVEILLANCE DES MALADIES À VIRUS,other,digestive diseases
0.6339988401357538,0.0,0.2043558246019187,0.0,0.0,0.0,0.0,0.06458014270089207,0.6339988401357538,0.0,0.04851807229976756,0.0,0.3538536630276795,0.0,0.06349839543231552,0.13623721640127914,0.0,0.0,0.0,0.0,Impact of COVID-19 pandemic on mental health in the general population: A systematic review.,prevention,respiratory diseases
0.0,0.36520767196035003,0.0,0.0,0.0,0.0,0.0,0.6532972613085477,0.0,0.17554291549831122,0.49081222852377526,0.0,0.0,0.0,0.3211771149651384,0.0,0.2548712354907881,0.0,0.0,0.0,Machine learning-based MRI radiomics identifies patients with degenerative cervical myelopathy and predicts baseline function.,diagnosis,neurological diseases
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Further unraveling the association between HIV, immune suppression, and cancer survival.",other,infectious diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225108127057058,0.0,0.3466384550805626,0.0,0.0,0.0,0.0,0.31710860738159174,0.0,0.0,0.36814550383014244,0.6138478354096751,0.40364639382048284,[Expert recommendations on the management of adverse reactions in pegylated interferon alpha therapy for chronic hepatitis B].,treatment,digestive diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7736370784244629,0.0,0.0,0.0,0.0,0.0,0.40173782668900065,0.0,0.48999223411607223,0.0,"Evaluate Efficacy, Safety and Tolerability, PK and PD of Emapalumab in Children and Adults With MAS in Still's or SLE",treatment,autoimmune diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32842580280082395,0.22956694053958146,0.0,0.0,0.4433127501580663,0.0,0.6446167268071855,0.4768423145376392,0.0,0.0,0.0,Effect of nutritional intervention on the prevalence of metabolic syndrome and heart disease risk factors in urban Tehran [Tehran Lipid and Glucose Study],prevention,heart disease
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788402448649916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6151597995340858,0.0,0.0,0.0,"Incidence and evolution of subependymal and intraventricular hemorrhage: a study of infants with birth weights less than 1,500 gm.",diagnosis,respiratory diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,IVUS Assessment of Atheroma Burden After Acute Coronary Syndrome,treatment,heart disease
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5179449361831319,0.5076673487987912,0.0,0.0,0.0,0.0,0.5288101254639678,0.44087045404817127,0.0,Pituitary Tumors,treatment,cancer
0.0,0.0,0.0,0.0,0.35147602371851433,0.0,0.8075571149586517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3091009963492411,0.0,0.0,0.3588491115867332,0.0,0.0,Gemcitabine and Imatinib Mesylate as First-Line Therapy in Patients With Locally Adv. or Metastatic Pancreatic Cancer,treatment,cancer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Multi-spectroscopic and in silico approaches reveal the α-amylase and α-glucosidase inhibitory mechanism of anacardic acids and their effects on advanced glycation end products.,research,diabetes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5540430030913311,0.0,0.0,0.832488048398017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Effect of Panax Ginseng on the Cognitive Performance in Alzheimer's Disease,treatment,alzheimer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Prodrug Approach for Activity-Based Chemical Modulation toward Multiple Pathological Targets in Alzheimer's Disease.,treatment,alzheimer
0.0,0.1400015386719309,0.0,0.0,0.0,0.15291443808486813,0.0,0.0,0.0,0.0,0.0,0.0,0.823340919084116,0.0,0.0,0.5283242136760382,0.0,0.0,0.0,0.0,Accounting for inequality in dementia prevention programmes,prevention,alzheimer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Study Evaluating Effects of SAM-531 on Sleep Electroencephalogram (EEG) and Quantitative Wake EEG in Healthy Subjects,treatment,alzheimer
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dementia prevention, intervention, and care.",prevention,alzheimer
0.0,0.0,0.0,0.23256149200755968,0.6907989166163665,0.18862851288291924,0.39679774897394327,0.0,0.0,0.0,0.11604786185977863,0.0,0.16927284642267015,0.22409801981985167,0.0,0.0,0.0,0.35264507503275666,0.14700058382121162,0.19332561630469,Mesothelioma,treatment,cancer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22234682922139934,0.0,0.1194905075069503,0.3340915360237786,0.0,0.0,0.0,0.0,0.11726481168163941,0.17348859218423257,0.2538084995725122,0.8464033728525343,0.0,"Early Versus Delayed Treatment with Ocrelizumab: A Multicenter, Real-World Observational Study in People with Multiple Sclerosis.",treatment,neurological diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.7600041644804587,0.19723687789583622,0.0,0.21199254085510122,0.44454313826400477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37540890348318995,0.0,Bone Marrow-Derived Mesenchymal Stem Cells (BM-MSCs) and Small Intestinal Submucosa (SIS) Hydrogel Composite Can Meliorate TNBS-Induced Experimental Colitis Through Regulating Inhibiting Macrophage Polarization Toward the M1 Phenotype.,research,digestive diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2013400619539091,0.0,0.0,0.9689743408321028,0.14335587278304326,0.0,0.0,0.0,Exercise in Older Adults at Risk for Type 2 Diabetes,prevention,diabetes
0.0,0.23821091536948666,0.0,0.0,0.11910545768474333,0.2601820566755685,0.0,0.10653016802011728,0.0,0.9159991270286584,0.0,0.0,0.0,0.0,0.10474573841904777,0.0,0.0,0.0,0.0,0.0,"Radiomics: Images Are More than Pictures, They Are Data.",treatment,heart disease
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Solar ultraviolet radiation : global burden of disease from solar ultraviolet radiation / Robyn Lucas ... [et al.] ; editors, Annette Prüss-Üstün ... [et al.]",other,autoimmune diseases
0.0,0.0,0.0,0.6931692976735175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514746224462032,0.5045321091515244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Erectile Dysfunction,treatment,diabetes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5643075394714363,0.8255646557936535,0.0,0.0,Regulation of exosomal miR-513a and miR-149 expression by APE1 in PD-L1 and TCR immune regulation pathways to promote immune evasion in osteosarcoma.,research,cancer
0.0,0.0,0.0,0.9635307719668409,0.0,0.0,0.14945288353754874,0.0,0.0,0.0,0.08741827607721615,0.0,0.06375619586525925,0.1688119216590159,0.0,0.06136694035253084,0.0,0.0,0.0,0.07281561171433715,Prediabetes,diagnosis,diabetes
0.0,0.0,0.35208300604211246,0.0,0.0,0.8152353972732961,0.0,0.33379382482076586,0.0,0.17938278530972054,0.0,0.0,0.0,0.0,0.0,0.0,0.26044635289259,0.0,0.0,0.0,Effect of integrated nursing on serum inflammatory factors and oxygenation indices in children with severe respiratory failure: A prospective quasi-experimental controlled study.,diagnosis,respiratory diseases
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gefitinib approved for lung cancer,other,cancer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071379710209991,0.0,0.0,0.0,0.7945964284745461,0.0,0.0,0.0,0.0,0.0,Weight Training With VR in Out-Patients With Acute Exacerbation of Chronic Obstructive Pulmonary Disease,treatment,respiratory diseases
0.0,0.0,0.1329898309539593,0.18982651177963455,0.0,0.9237993525148303,0.0,0.0,0.0,0.0,0.18944633203170708,0.0,0.0,0.0,0.0,0.1329898309539593,0.0,0.0,0.119988084938169,0.15780053294280735,Retinopathy of Prematurity (ROP): Are We There Yet?,prevention,eye diseases
0.0,0.0,0.0,0.0,0.6089562246450194,0.0,0.13991478756009953,0.21786477358590403,0.0,0.0,0.0,0.0,0.0,0.0,0.7497540324122702,0.0,0.0,0.0,0.0,0.0,Activating mutations in the epidermal growth factor receptor underlying responsiveness of non-small-cell lung cancer to gefitinib.,research,cancer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478440821316518,0.0,0.0,0.0,0.6261630568340534,0.0,0.49689390830759,0.36347028852578606,0.0,0.0,Safety Study in Patients With Multiple Sclerosis Treated Fingolimod or Other Approved Disease-modifying Therapies,treatment,autoimmune diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6242051285200927,0.0,0.49534018736942254,0.0,0.604157310893479,0.0,A Study of Orelabrutinib in Patients With ITP,treatment,autoimmune diseases
0.0,0.0,0.0,0.324916577333162,0.0,0.0,0.0,0.0,0.0,0.0,0.07205907613570042,0.026809160316039252,0.0,0.9392762442112097,0.0,0.07587735469363469,0.0,0.0,0.02281973595162907,0.0,Sudden Cardiac Arrest,treatment,heart disease
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7995067142792596,0.0,0.0,0.6006571516450814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Intranasal infection of Rift Valley fever virus in the ferret model suggests multiple routes of neuroinvasion with consequential encephalitis and ophthalmitis.,research,neurological diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.9929302987448092,0.0,0.0,0.11869887040129636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Angiotensin-converting enzyme 2 is a functional receptor for the SARS coronavirus.,research,heart disease
0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural products in drug discovery: advances and opportunities.,treatment,neurological diseases
0.0,0.0,0.17601506401803935,0.0,0.0,0.8151129601731913,0.0,0.0,0.0,0.35871168898447897,0.0,0.0,0.3657360406858692,0.0,0.0,0.0,0.1302036187232817,0.0,0.15880695764705002,0.0,"Gestational syphilis and prenatal care: a study in light of individual, social, and programmatic vulnerabilities.",diagnosis,infectious diseases
0.0,0.6056446985702723,0.0,0.0,0.0,0.0,0.0,0.2708500212893642,0.0,0.5822256447814387,0.0,0.0,0.0,0.0,0.3994697371839087,0.0,0.21133374850051068,0.0,0.12887994195783375,0.0,Real-World Usage of a Paclitaxel-Coated Balloon With Urea Compared With Other Contemporary Drug-Coated Balloons: A 2-Year Analysis From SCAAR in Over 6000 Patients.,treatment,diabetes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2893136465004921,0.0,0.0,0.0,0.3786414310929127,0.0,0.0,0.8791633981282998,0.0,0.0,Intra-arterial Hepatic (IAH) Infusion of Radiolabelled Somatostatin Analogs in GEP-NET Patients With Dominant Liver Metastases,treatment,cancer
0.0,0.0,0.0,0.8906405614858468,0.0,0.12039841102958872,0.0,0.0,0.0,0.0,0.37035700376779457,0.11023133596085198,0.10804401428110164,0.14303800146022683,0.0,0.10399507827990127,0.0,0.0,0.0,0.0,Kidney Tests,diagnosis,diabetes
0.10454661778771689,0.0,0.1572589333438221,0.0,0.0,0.09103183539053805,0.0,0.0,0.10454661778771689,0.0,0.0,0.0,0.24507245998171173,0.0,0.0,0.07862946667191105,0.058164573333991686,0.0,0.07094225970509295,0.932986504068255,Association of Continuous Medicaid Eligibility With Postpartum Coverage and Opioid Use Disorder Treatment.,treatment,infectious diseases
0.0,0.0,0.4881402063745785,0.0,0.0,0.0,0.0,0.23139172260287905,0.0,0.2487025739341143,0.3476821158110933,0.0,0.0,0.0,0.6825474125841151,0.24407010318728925,0.0,0.0,0.0,0.0,Association of apolipoprotein E allele epsilon 4 with late-onset familial and sporadic Alzheimer's disease.,treatment,alzheimer
0.0,0.0,0.2409801119677106,0.0,0.0,0.0,0.0,0.0,0.0,0.49110786885119706,0.0,0.7662927935118523,0.0,0.0,0.0,0.0,0.17826021195164196,0.0,0.0,0.2859375775151326,An atlas of genetic correlations across human diseases and traits.,prevention,alzheimer
0.0,0.0,0.0,0.0,0.0,0.5532330071428154,0.29094436537891094,0.0,0.0,0.0,0.25526963000430214,0.0,0.0,0.0,0.33408606606886365,0.1194648446620758,0.0,0.0,0.6467122106531963,0.0,The pathophysiology and treatment of glaucoma: a review.,treatment,respiratory diseases
0.0,0.2512136120836896,0.11850069232082149,0.0,0.0,0.0,0.0,0.0,0.0,0.12074984526289026,0.4220157538054445,0.1256068060418448,0.24622877746139854,0.0,0.0,0.7110041539249289,0.26297554213548197,0.0,0.0,0.2812165752551557,"Health effects of dietary risks in 195 countries, : a systematic analysis for the Global Burden of Disease Study 2017.",prevention,digestive diseases
0.0,0.8300157115579349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5577400098316195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DNA nanocage-assisted multiplex fluorescence quantification of size-fractionated low-mass soluble amyloid-β oligomers.,diagnosis,alzheimer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ROBINS-I: a tool for assessing risk of bias in non-randomised studies of interventions.,treatment,cancer
0.0,0.2561507540496185,0.9666368455629094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Time-programmed Losmapimod release enhances ANXA1-associated efferocytosis for diabetic wound repair.,research,diabetes
0.830785975172523,0.0,0.0,0.0,0.0,0.0,0.0,0.29618818997631907,0.4153929875862615,0.0,0.22252165161923423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Guidance for clinical case management of thrombosis with thrombocytopenia syndrome (TTS) following vaccination to prevent coronavirus disease (COVID-19): interim guidance, 19 July 2021",prevention,autoimmune diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A goat-derived gamma-tubulin antibody for triple-channel imaging of primary cilia.,diagnosis,heart disease
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4749273070233289,0.3319702895517275,0.0,0.0,0.0,0.43446863650097783,0.0,0.6895482461695425,0.0,0.0,0.0,Parafoveal Dark Adaptation in Early and Intermediate Age-Related Macular Degeneration.,diagnosis,eye diseases
0.0,0.0,0.0,0.0,0.5430970779475307,0.0,0.0,0.0,0.0,0.0,0.12164708264996772,0.0,0.0,0.0,0.0,0.0,0.3790167454722912,0.739319861669628,0.0,0.0,"Study of PF-07224826, as a Single Agent or in Combination With Endocrine Therapy in Participants With Breast Cancer and Other Advanced Solid Tumors.",treatment,respiratory diseases
0.0,0.0,0.4527304483014255,0.0,0.0,0.0,0.0,0.42921307009426524,0.0,0.0,0.6449224141014821,0.0,0.0,0.0,0.0,0.0,0.1674491413672919,0.0,0.4084692723889015,0.0,Effects of Transcranial Direct Current Stimulation Associated With Cognitive Training in Alzheimer's Disease,treatment,alzheimer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565445673472642,0.0,0.8247855420356678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Transcriptional and chromatin dynamics in macrophage differentiation and activation.,research,infectious diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41495181768573813,0.0,0.0,0.8013062815097988,0.0,0.0,0.43095618363383664,0.0,0.0,0.0,Longitudinal study of heart disease in a Jamaican rural population,other,heart disease
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3316649756909359,0.4852157065836217,0.8090513345792637,0.0,Leeches for the Treatment of Knee Osteoarthritis,treatment,neurological diseases
0.0,0.25761106695087477,0.0,0.0,0.0,0.0,0.0,0.46082439511306617,0.0,0.0,0.0,0.25761106695087477,0.0,0.0,0.0,0.0,0.17978168573906061,0.7890453084014645,0.0,0.0,Vertebral osteomyelitis caused by Chaetomium Globosum in a young adult: A case report and literature review.,diagnosis,infectious diseases
0.0,0.4582357166595919,0.4323113641803729,0.0,0.0,0.0,0.0,0.0,0.0,0.44051666963127795,0.0,0.0,0.0,0.0,0.0,0.0,0.6395873483387102,0.0,0.0,0.0,Product Reformulation in Response to the 2016 FDA Updated Nutrition Facts Label.,treatment,diabetes
0.0,0.0,0.0,0.0,0.5847893956614246,0.0,0.0,0.0,0.0,0.5621767741946401,0.0,0.5847893956614246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Natural products as sources of new drugs over the 30 years from 1981 to 2010.,treatment,alzheimer
0.0,0.7182226477840843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4826191854663784,0.0,0.0,0.0,0.0,0.0,0.5012334286834713,0.0,0.0,0.0,Evolution and ecology of influenza A viruses.,research,eye diseases
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Report of the 2030 targets on effective coverage of eye care,other,eye diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.4806855522588028,0.0,0.0,0.0,0.28116354344633165,0.0,0.0,0.0,0.0,0.0,0.0,0.4271984734837772,0.7123130814041556,0.0,Neurofibromatosis,treatment,neurological diseases
0.0,0.0,0.0,0.0,0.958315575908064,0.0,0.0,0.28571184254768917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Metabolic interactions of host-gut microbiota: Shaping the future of precision diagnosis and therapeutic discovery in gastrointestinal cancers.,diagnosis,cancer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5290365877924781,0.0,0.0,0.8485990153051625,Single Dose Trial of Extended Release Combination Tablet Codeine and Guaifenesin,treatment,respiratory diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,The Cochrane Collaboration's tool for assessing risk of bias in randomised trials.,other,cancer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44111653575964754,0.0,0.7000991741063561,0.0,0.0,0.5614956351522294,Use of Ranibizumab With Mitomycin C During Trabeculectomy,treatment,eye diseases
0.0,0.0,0.2883239547899416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41072249870548466,0.0,0.0,0.0,0.0,0.8649718643698249,0.0,0.0,0.0,0.0,Gene dose of apolipoprotein E type 4 allele and the risk of Alzheimer's disease in late onset families.,treatment,alzheimer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5401927405106126,0.0,0.0,0.0,0.0,0.0,0.8415413258418353,0.0,0.0,0.0,A Study of Solanezumab (LY2062430) in Participants With Prodromal Alzheimer's Disease,treatment,alzheimer
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565445673472642,0.0,0.8247855420356678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Making health research work for poor people : progress : seventeenth programme report / Tropical Disease Research,other,autoimmune diseases
0.6405993889516182,0.0,0.0,0.0,0.0,0.0,0.0,0.22838369830944047,0.6405993889516182,0.0,0.17158117531556139,0.0,0.0,0.0,0.22455816569985954,0.0,0.0,0.0,0.2173459514023079,0.0,Guidance for clinical case management of thrombosis with thrombocytopenia syndrome (TTS) following vaccination to prevent coronavirus disease (COVID-19): web annex B: treatment options for patients diagnosed with TTS following COVID-19 vaccination: evidence-to-decision tables,treatment,autoimmune diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gold nanoparticles in chemical and biological sensing.,other,digestive diseases
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Traditional eye medicines in Sri Lanka [letter],other,eye diseases
